url_cidade,codigo_cidade,cidade,uf
http://www.cptec.inpe.br/cidades/tempo/5810,5810,PLANALTINA,DF
http://www.cptec.inpe.br/cidades/tempo/4769,4769,SÃO BRÁS DO SUAÇUÍ,MG
http://www.cptec.inpe.br/cidades/tempo/1179,1179,CAMPINA VERDE,MG
http://www.cptec.inpe.br/cidades/tempo/919,919,BOM JESUS DO GALHO,MG
http://www.cptec.inpe.br/cidades/tempo/5370,5370,TERENOS,MS
http://www.cptec.inpe.br/cidades/tempo/5546,5546,UNISTALDA,RS
http://www.cptec.inpe.br/cidades/tempo/593,593,ARARUAMA,RJ
http://www.cptec.inpe.br/cidades/tempo/5903,5903,NAZÁRIA,PI
http://www.cptec.inpe.br/cidades/tempo/3613,3613,NOVORIZONTE,MG
http://www.cptec.inpe.br/cidades/tempo/4710,4710,SANTO ANTÔNIO DA PLATINA,PR
http://www.cptec.inpe.br/cidades/tempo/1859,1859,EDEALINA,GO
http://www.cptec.inpe.br/cidades/tempo/2710,2710,JAICÓS,PI
http://www.cptec.inpe.br/cidades/tempo/5621,5621,VENHA-VER,RN
http://www.cptec.inpe.br/cidades/tempo/3037,3037,MACHACALIS,MG
http://www.cptec.inpe.br/cidades/tempo/1424,1424,CATURITÉ,PB
http://www.cptec.inpe.br/cidades/tempo/5677,5677,VILHENA,RO
http://www.cptec.inpe.br/cidades/tempo/3335,3335,MONTE AZUL,MG
http://www.cptec.inpe.br/cidades/tempo/5248,5248,SONORA,MS
http://www.cptec.inpe.br/cidades/tempo/5782,5782,NOVA SANTA HELENA,MT
http://www.cptec.inpe.br/cidades/tempo/2712,2712,JAMARI,RO
http://www.cptec.inpe.br/cidades/tempo/3739,3739,PALMÓPOLIS,MG
http://www.cptec.inpe.br/cidades/tempo/1722,1722,CUNHATAÍ,SC
http://www.cptec.inpe.br/cidades/tempo/5188,5188,SERRO,MG
http://www.cptec.inpe.br/cidades/tempo/2822,2822,JUARINA,TO
http://www.cptec.inpe.br/cidades/tempo/4574,4574,SANTA INÊS,PB
http://www.cptec.inpe.br/cidades/tempo/4725,4725,SANTO ANTÔNIO DO JACINTO,MG
http://www.cptec.inpe.br/cidades/tempo/1140,1140,CALDEIRÃO GRANDE,BA
http://www.cptec.inpe.br/cidades/tempo/324,324,ÁGUIA BRANCA,ES
http://www.cptec.inpe.br/cidades/tempo/5637,5637,VERÍSSIMO,MG
http://www.cptec.inpe.br/cidades/tempo/227,227,CURITIBA,PR
http://www.cptec.inpe.br/cidades/tempo/5444,5444,TRÊS DE MAIO,RS
http://www.cptec.inpe.br/cidades/tempo/605,605,ARCO-ÍRIS,SP
http://www.cptec.inpe.br/cidades/tempo/2941,2941,LARANJAL,MG
http://www.cptec.inpe.br/cidades/tempo/1799,1799,DOIS CÓRREGOS,SP
http://www.cptec.inpe.br/cidades/tempo/5086,5086,SÃO VICENTE DO SUL,RS
http://www.cptec.inpe.br/cidades/tempo/4457,4457,ROSEIRA,SP
http://www.cptec.inpe.br/cidades/tempo/1322,1322,CARAPEBUS,RJ
http://www.cptec.inpe.br/cidades/tempo/545,545,ARACITABA,MG
http://www.cptec.inpe.br/cidades/tempo/1247,1247,CÂNDIDO DE ABREU,PR
http://www.cptec.inpe.br/cidades/tempo/4956,4956,SÃO JOSÉ DO RIO PRETO,SP
http://www.cptec.inpe.br/cidades/tempo/1481,1481,CHARQUEADA,SP
http://www.cptec.inpe.br/cidades/tempo/2731,2731,JAPOATÃ,SE
http://www.cptec.inpe.br/cidades/tempo/2275,2275,HONÓRIO SERPA,PR
http://www.cptec.inpe.br/cidades/tempo/1376,1376,CARRASCO BONITO,TO
http://www.cptec.inpe.br/cidades/tempo/4643,4643,SANTA ROSA DO TOCANTINS,TO
http://www.cptec.inpe.br/cidades/tempo/5574,5574,VALE DO ANARI,RO
http://www.cptec.inpe.br/cidades/tempo/2322,2322,IBIRAMA,SC
http://www.cptec.inpe.br/cidades/tempo/3350,3350,MONTE SANTO DE MINAS,MG
http://www.cptec.inpe.br/cidades/tempo/5171,5171,SERRA NEGRA,SP
http://www.cptec.inpe.br/cidades/tempo/4236,4236,QUARAÍ,RS
http://www.cptec.inpe.br/cidades/tempo/3378,3378,MORRO DA FUMAÇA,SC
http://www.cptec.inpe.br/cidades/tempo/2451,2451,IPORÃ,PR
http://www.cptec.inpe.br/cidades/tempo/5274,5274,TABIRA,PE
http://www.cptec.inpe.br/cidades/tempo/1619,1619,CORONEL BARROS,RS
http://www.cptec.inpe.br/cidades/tempo/2248,2248,GUATAMBÚ,SC
http://www.cptec.inpe.br/cidades/tempo/1525,1525,COIVARAS,PI
http://www.cptec.inpe.br/cidades/tempo/1202,1202,CAMPO GRANDE,AL
http://www.cptec.inpe.br/cidades/tempo/3389,3389,MOSQUITO,TO
http://www.cptec.inpe.br/cidades/tempo/4672,4672,SANTANA DO ARAGUAIA,PA
http://www.cptec.inpe.br/cidades/tempo/653,653,ASSIS CHATEAUBRIAND,PR
http://www.cptec.inpe.br/cidades/tempo/3899,3899,PEDRO CANÁRIO,ES
http://www.cptec.inpe.br/cidades/tempo/696,696,BAÍA DA TRAIÇÃO,PB
http://www.cptec.inpe.br/cidades/tempo/800,800,BATAIPORÃ,MS
http://www.cptec.inpe.br/cidades/tempo/2631,2631,ITAUEIRA,PI
http://www.cptec.inpe.br/cidades/tempo/3336,3336,MONTE AZUL PAULISTA,SP
http://www.cptec.inpe.br/cidades/tempo/4381,4381,RIO DAS PEDRAS,SP
http://www.cptec.inpe.br/cidades/tempo/2083,2083,FRUTAL,MG
http://www.cptec.inpe.br/cidades/tempo/5500,5500,TURVELÂNDIA,GO
http://www.cptec.inpe.br/cidades/tempo/4892,4892,SÃO JOÃO DO RIO DO PEIXE,PB
http://www.cptec.inpe.br/cidades/tempo/5827,5827,ESPIRITO SANTO,PA
http://www.cptec.inpe.br/cidades/tempo/1008,1008,BREJÕES,BA
http://www.cptec.inpe.br/cidades/tempo/5535,5535,UNA,BA
http://www.cptec.inpe.br/cidades/tempo/1430,1430,CAXIAS,MA
http://www.cptec.inpe.br/cidades/tempo/4646,4646,SANTA TERESINHA,PB
http://www.cptec.inpe.br/cidades/tempo/368,368,ALMENARA,MG
http://www.cptec.inpe.br/cidades/tempo/816,816,BELA VISTA DO PIAUÍ,PI
http://www.cptec.inpe.br/cidades/tempo/4354,4354,RIBEIRÃO PIRES,SP
http://www.cptec.inpe.br/cidades/tempo/3370,3370,MORPARÁ,BA
http://www.cptec.inpe.br/cidades/tempo/2090,2090,GALILÉIA,MG
http://www.cptec.inpe.br/cidades/tempo/3660,3660,OTACÍLIO COSTA,SC
http://www.cptec.inpe.br/cidades/tempo/2890,2890,LAGOA DO BARRO DO PIAUÍ,PI
http://www.cptec.inpe.br/cidades/tempo/1072,1072,CACHOEIRA DA PRATA,MG
http://www.cptec.inpe.br/cidades/tempo/4045,4045,PITANGUEIRAS,SP
http://www.cptec.inpe.br/cidades/tempo/3845,3845,PAUINI,AM
http://www.cptec.inpe.br/cidades/tempo/555,555,ARAGUACEMA,TO
http://www.cptec.inpe.br/cidades/tempo/1320,1320,CARANDAÍ,MG
http://www.cptec.inpe.br/cidades/tempo/5615,5615,VARZEDO,BA
http://www.cptec.inpe.br/cidades/tempo/420,420,ALVINÓPOLIS,MG
http://www.cptec.inpe.br/cidades/tempo/4493,4493,SALOÁ,PE
http://www.cptec.inpe.br/cidades/tempo/2907,2907,LAGOA NOVA,RN
http://www.cptec.inpe.br/cidades/tempo/5236,5236,SOBRADO,PB
http://www.cptec.inpe.br/cidades/tempo/3206,3206,MATIPÓ,MG
http://www.cptec.inpe.br/cidades/tempo/4444,4444,RONDINHA,RS
http://www.cptec.inpe.br/cidades/tempo/3461,3461,NIPOÃ,SP
http://www.cptec.inpe.br/cidades/tempo/2251,2251,GUIA LOPES DA LAGUNA,MS
http://www.cptec.inpe.br/cidades/tempo/5886,5886,SÃO GONÇALO DO RIO DAS PEDRAS,MG
http://www.cptec.inpe.br/cidades/tempo/2434,2434,IPAUMIRIM,CE
http://www.cptec.inpe.br/cidades/tempo/371,371,ALOÂNDIA,GO
http://www.cptec.inpe.br/cidades/tempo/317,317,ÁGUAS FRIAS,SC
http://www.cptec.inpe.br/cidades/tempo/2007,2007,FIRMINO ALVES,BA
http://www.cptec.inpe.br/cidades/tempo/3146,3146,MARIA HELENA,PR
http://www.cptec.inpe.br/cidades/tempo/5026,5026,SÃO PEDRO DA CIPA,MT
http://www.cptec.inpe.br/cidades/tempo/4473,4473,SACRAMENTO,MG
http://www.cptec.inpe.br/cidades/tempo/708,708,BALNEÁRIO BARRA DO SUL,SC
http://www.cptec.inpe.br/cidades/tempo/4987,4987,SÃO MANOEL DO PARANÁ,PR
http://www.cptec.inpe.br/cidades/tempo/2707,2707,JAGUARUANA,CE
http://www.cptec.inpe.br/cidades/tempo/2831,2831,JUCURUTU,RN
http://www.cptec.inpe.br/cidades/tempo/2879,2879,LAGO VERDE,MA
http://www.cptec.inpe.br/cidades/tempo/4760,4760,SÃO BENTO DO TOCANTINS,TO
http://www.cptec.inpe.br/cidades/tempo/2650,2650,ITUMIRIM,MG
http://www.cptec.inpe.br/cidades/tempo/4954,4954,SÃO JOSÉ DO RIO CLARO,MT
http://www.cptec.inpe.br/cidades/tempo/5797,5797,SANTA MARIA,DF
http://www.cptec.inpe.br/cidades/tempo/4001,4001,PIO IX,PI
http://www.cptec.inpe.br/cidades/tempo/3949,3949,PIANCÓ,PB
http://www.cptec.inpe.br/cidades/tempo/5049,5049,SÃO SALVADOR DO TOCANTINS,TO
http://www.cptec.inpe.br/cidades/tempo/5119,5119,SEBERI,RS
http://www.cptec.inpe.br/cidades/tempo/349,349,ALEGRETE,RS
http://www.cptec.inpe.br/cidades/tempo/1493,1493,CHUÍ,RS
http://www.cptec.inpe.br/cidades/tempo/3474,3474,NOSSA SENHORA DE LOURDES,SE
http://www.cptec.inpe.br/cidades/tempo/4976,4976,SÃO LUDGERO,SC
http://www.cptec.inpe.br/cidades/tempo/4575,4575,SANTA INÊS,BA
http://www.cptec.inpe.br/cidades/tempo/1802,1802,DOIS IRMÃOS DO BURITI,MS
http://www.cptec.inpe.br/cidades/tempo/1119,1119,CAIEIRAS,SP
http://www.cptec.inpe.br/cidades/tempo/2809,2809,JORDÂNIA,MG
http://www.cptec.inpe.br/cidades/tempo/3765,3765,PARAÍSO DO NORTE,PR
http://www.cptec.inpe.br/cidades/tempo/4390,4390,RIO DO OESTE,SC
http://www.cptec.inpe.br/cidades/tempo/4021,4021,PIRANGUINHO,MG
http://www.cptec.inpe.br/cidades/tempo/857,857,BETIM,MG
http://www.cptec.inpe.br/cidades/tempo/2255,2255,GUIRATINGA,MT
http://www.cptec.inpe.br/cidades/tempo/479,479,ANGÉLICA,MS
http://www.cptec.inpe.br/cidades/tempo/978,978,BRANQUINHA,AL
http://www.cptec.inpe.br/cidades/tempo/2441,2441,IPIGUÁ,SP
http://www.cptec.inpe.br/cidades/tempo/1672,1672,CRISÓLITA,MG
http://www.cptec.inpe.br/cidades/tempo/3111,3111,MARACAJÁ,SC
http://www.cptec.inpe.br/cidades/tempo/1237,1237,CANARANA,MT
http://www.cptec.inpe.br/cidades/tempo/4955,4955,SÃO JOSÉ DO RIO PARDO,SP
http://www.cptec.inpe.br/cidades/tempo/229,229,FORTALEZA,CE
http://www.cptec.inpe.br/cidades/tempo/2393,2393,IMIGRANTE,RS
http://www.cptec.inpe.br/cidades/tempo/1895,1895,ENVIRA,AM
http://www.cptec.inpe.br/cidades/tempo/2732,2732,JAPONVAR,MG
http://www.cptec.inpe.br/cidades/tempo/3376,3376,MORRO AGUDO DE GOIÁS,GO
http://www.cptec.inpe.br/cidades/tempo/5228,5228,SÍTIO D´ABADIA,GO
http://www.cptec.inpe.br/cidades/tempo/4620,4620,SANTA RITA,PB
http://www.cptec.inpe.br/cidades/tempo/4048,4048,PITIMBU,PB
http://www.cptec.inpe.br/cidades/tempo/1291,1291,CAPIM BRANCO,MG
http://www.cptec.inpe.br/cidades/tempo/4284,4284,RAPOSOS,MG
http://www.cptec.inpe.br/cidades/tempo/1307,1307,CAPIVARI DO SUL,RS
http://www.cptec.inpe.br/cidades/tempo/4506,4506,SALVADOR DO SUL,RS
http://www.cptec.inpe.br/cidades/tempo/3811,3811,PASSA E FICA,RN
http://www.cptec.inpe.br/cidades/tempo/3358,3358,MONTES CLAROS,MG
http://www.cptec.inpe.br/cidades/tempo/878,878,BOA VIAGEM,CE
http://www.cptec.inpe.br/cidades/tempo/2552,2552,ITAMBÉ,PR
http://www.cptec.inpe.br/cidades/tempo/1984,1984,FELIXLÂNDIA,MG
http://www.cptec.inpe.br/cidades/tempo/2508,2508,ITACOATIARA,AM
http://www.cptec.inpe.br/cidades/tempo/481,481,ANGELINA,SC
http://www.cptec.inpe.br/cidades/tempo/346,346,ALDEIAS ALTAS,MA
http://www.cptec.inpe.br/cidades/tempo/3449,3449,NEÓPOLIS,SE
http://www.cptec.inpe.br/cidades/tempo/501,501,ANTONINA DO NORTE,CE
http://www.cptec.inpe.br/cidades/tempo/450,450,AMPARO,SP
http://www.cptec.inpe.br/cidades/tempo/4663,4663,SANTANA,BA
http://www.cptec.inpe.br/cidades/tempo/1468,1468,CHÁCARA,MG
http://www.cptec.inpe.br/cidades/tempo/5855,5855,ILHA DO MEL,PR
http://www.cptec.inpe.br/cidades/tempo/5270,5270,TABAPORÃ,MT
http://www.cptec.inpe.br/cidades/tempo/3444,3444,NAZARÉ DO PIAUÍ,PI
http://www.cptec.inpe.br/cidades/tempo/1814,1814,DOM FELICIANO,RS
http://www.cptec.inpe.br/cidades/tempo/4567,4567,SANTA HELENA,MA
http://www.cptec.inpe.br/cidades/tempo/4079,4079,POÇOS DE CALDAS,MG
http://www.cptec.inpe.br/cidades/tempo/392,392,ALTO ARAGUAIA,MT
http://www.cptec.inpe.br/cidades/tempo/4389,4389,RIO DOCE,MG
http://www.cptec.inpe.br/cidades/tempo/5193,5193,SERTÃO,RS
http://www.cptec.inpe.br/cidades/tempo/1679,1679,CRISTALÂNDIA,TO
http://www.cptec.inpe.br/cidades/tempo/3070,3070,MALHADOR,SE
http://www.cptec.inpe.br/cidades/tempo/4462,4462,RUBIM,MG
http://www.cptec.inpe.br/cidades/tempo/2537,2537,ITAJU,SP
http://www.cptec.inpe.br/cidades/tempo/5735,5735,QUATRO IRMÃOS,RS
http://www.cptec.inpe.br/cidades/tempo/2482,2482,IRECÊ,BA
http://www.cptec.inpe.br/cidades/tempo/2279,2279,HUGO NAPOLEÃO,PI
http://www.cptec.inpe.br/cidades/tempo/3989,3989,PINHALZINHO,SP
http://www.cptec.inpe.br/cidades/tempo/862,862,BILAC,SP
http://www.cptec.inpe.br/cidades/tempo/5272,5272,TABATINGA,AM
http://www.cptec.inpe.br/cidades/tempo/2888,2888,LAGOA DE SÃO FRANCISCO,PI
http://www.cptec.inpe.br/cidades/tempo/504,504,ANTÔNIO CARLOS,MG
http://www.cptec.inpe.br/cidades/tempo/2605,2605,ITAPURA,SP
http://www.cptec.inpe.br/cidades/tempo/3755,3755,PARAGOMINAS,PA
http://www.cptec.inpe.br/cidades/tempo/4554,4554,SANTA CRUZ DO SUL,RS
http://www.cptec.inpe.br/cidades/tempo/840,840,BENJAMIN CONSTANT DO SUL,RS
http://www.cptec.inpe.br/cidades/tempo/2122,2122,GIRAU DO PONCIANO,AL
http://www.cptec.inpe.br/cidades/tempo/4896,4896,SÃO JOÃO DO TIGRE,PB
http://www.cptec.inpe.br/cidades/tempo/1092,1092,CACIMBINHAS,AL
http://www.cptec.inpe.br/cidades/tempo/1447,1447,CENTRALINA,MG
http://www.cptec.inpe.br/cidades/tempo/3400,3400,MUCURI,BA
http://www.cptec.inpe.br/cidades/tempo/3873,3873,PEDRA BRANCA,CE
http://www.cptec.inpe.br/cidades/tempo/4134,4134,PORTO DA FOLHA,SE
http://www.cptec.inpe.br/cidades/tempo/1842,1842,DOUTOR MAURÍCIO CARDOSO,RS
http://www.cptec.inpe.br/cidades/tempo/629,629,ARMAZÉM,SC
http://www.cptec.inpe.br/cidades/tempo/3317,3317,MONSENHOR HIPÓLITO,PI
http://www.cptec.inpe.br/cidades/tempo/1734,1734,CURRAL NOVO DO PIAUÍ,PI
http://www.cptec.inpe.br/cidades/tempo/927,927,BOM LUGAR,MA
http://www.cptec.inpe.br/cidades/tempo/3440,3440,NAVIRAÍ,MS
http://www.cptec.inpe.br/cidades/tempo/1943,1943,EUCLIDES DA CUNHA,BA
http://www.cptec.inpe.br/cidades/tempo/5237,5237,SOBRAL,CE
http://www.cptec.inpe.br/cidades/tempo/5227,5227,SIRIRI,SE
http://www.cptec.inpe.br/cidades/tempo/4877,4877,SÃO JOÃO DO CARIRI,PB
http://www.cptec.inpe.br/cidades/tempo/399,399,ALTO HORIZONTE,GO
http://www.cptec.inpe.br/cidades/tempo/2470,2470,IRAÍ DE MINAS,MG
http://www.cptec.inpe.br/cidades/tempo/1094,1094,CACOAL,RO
http://www.cptec.inpe.br/cidades/tempo/5632,5632,VERDEJANTE,PE
http://www.cptec.inpe.br/cidades/tempo/2365,2365,IGUABA GRANDE,RJ
http://www.cptec.inpe.br/cidades/tempo/5861,5861,VISCONDE DE MAUÁ,RJ
http://www.cptec.inpe.br/cidades/tempo/1720,1720,CUNHA,SP
http://www.cptec.inpe.br/cidades/tempo/2338,2338,ICAPUÍ,CE
http://www.cptec.inpe.br/cidades/tempo/1392,1392,CASSERENGUE,PB
http://www.cptec.inpe.br/cidades/tempo/2481,2481,IRAUÇUBA,CE
http://www.cptec.inpe.br/cidades/tempo/4862,4862,SÃO JOÃO DA PONTA,PA
http://www.cptec.inpe.br/cidades/tempo/380,380,ALTAMIRA DO PARANÁ,PR
http://www.cptec.inpe.br/cidades/tempo/551,551,ARAÇUAÍ,MG
http://www.cptec.inpe.br/cidades/tempo/378,378,ALTAMIRA,PA
http://www.cptec.inpe.br/cidades/tempo/2218,2218,GUARACIAMA,MG
http://www.cptec.inpe.br/cidades/tempo/363,363,ALIANÇA,PE
http://www.cptec.inpe.br/cidades/tempo/2029,2029,FLÓRIDA,PR
http://www.cptec.inpe.br/cidades/tempo/1539,1539,COLÔNIA LEOPOLDINA,AL
http://www.cptec.inpe.br/cidades/tempo/2516,2516,ITAGUAÇU DA BAHIA,BA
http://www.cptec.inpe.br/cidades/tempo/1389,1389,CASEIROS,RS
http://www.cptec.inpe.br/cidades/tempo/2704,2704,JAGUARIBE,CE
http://www.cptec.inpe.br/cidades/tempo/3638,3638,OLIVEIRA DE FÁTIMA,TO
http://www.cptec.inpe.br/cidades/tempo/3700,3700,PAIM FILHO,RS
http://www.cptec.inpe.br/cidades/tempo/5130,5130,SENADOR ELÓI DE SOUZA,RN
http://www.cptec.inpe.br/cidades/tempo/5428,5428,TRACUATEUA,PA
http://www.cptec.inpe.br/cidades/tempo/3151,3151,MARIANÓPOLIS DO TOCANTINS,TO
http://www.cptec.inpe.br/cidades/tempo/793,793,BARROLÂNDIA,TO
http://www.cptec.inpe.br/cidades/tempo/3815,3815,PASSA-VINTE,MG
http://www.cptec.inpe.br/cidades/tempo/1243,1243,CANDEIAS,MG
http://www.cptec.inpe.br/cidades/tempo/407,407,ALTO PIQUIRI,PR
http://www.cptec.inpe.br/cidades/tempo/1224,1224,CAMPOS NOVOS PAULISTA,SP
http://www.cptec.inpe.br/cidades/tempo/3271,3271,MIRACEMA,RJ
http://www.cptec.inpe.br/cidades/tempo/3909,3909,PEDRO VELHO,RN
http://www.cptec.inpe.br/cidades/tempo/3330,3330,MONTE ALEGRE DO PIAUÍ,PI
http://www.cptec.inpe.br/cidades/tempo/4654,4654,SANTA TEREZINHA,SC
http://www.cptec.inpe.br/cidades/tempo/5309,5309,TANQUE NOVO,BA
http://www.cptec.inpe.br/cidades/tempo/4569,4569,SANTA HELENA,PR
http://www.cptec.inpe.br/cidades/tempo/5372,5372,TERESÓPOLIS,RJ
http://www.cptec.inpe.br/cidades/tempo/1240,1240,CANAVIEIRAS,BA
http://www.cptec.inpe.br/cidades/tempo/835,835,BENEDITINOS,PI
http://www.cptec.inpe.br/cidades/tempo/2869,2869,LÁBREA,AM
http://www.cptec.inpe.br/cidades/tempo/2053,2053,FOZ DO IGUAÇU,PR
http://www.cptec.inpe.br/cidades/tempo/4552,4552,SANTA CRUZ DO PIAUÍ,PI
http://www.cptec.inpe.br/cidades/tempo/5768,5768,SÃO JOSÉ DO SUL,RS
http://www.cptec.inpe.br/cidades/tempo/4167,4167,POUSO ALEGRE,MG
http://www.cptec.inpe.br/cidades/tempo/1069,1069,CÁCERES,MT
http://www.cptec.inpe.br/cidades/tempo/321,321,AGUDO,RS
http://www.cptec.inpe.br/cidades/tempo/441,441,AMÉRICA DOURADA,BA
http://www.cptec.inpe.br/cidades/tempo/4239,4239,QUATÁ,SP
http://www.cptec.inpe.br/cidades/tempo/316,316,ÁGUAS FORMOSAS,MG
http://www.cptec.inpe.br/cidades/tempo/2768,2768,JENIPAPO DE MINAS,MG
http://www.cptec.inpe.br/cidades/tempo/3319,3319,MONSENHOR TABOSA,CE
http://www.cptec.inpe.br/cidades/tempo/3161,3161,MARINGÁ,PR
http://www.cptec.inpe.br/cidades/tempo/869,869,BOA ESPERANÇA,ES
http://www.cptec.inpe.br/cidades/tempo/4649,4649,SANTA TEREZA DE GOIÁS,GO
http://www.cptec.inpe.br/cidades/tempo/777,777,BARRACÃO,PR
http://www.cptec.inpe.br/cidades/tempo/1594,1594,CONTAGEM,MG
http://www.cptec.inpe.br/cidades/tempo/2188,2188,GUAÍBA,RS
http://www.cptec.inpe.br/cidades/tempo/5773,5773,CAMPO LIMPO DE GOIÁS,GO
http://www.cptec.inpe.br/cidades/tempo/1255,1255,CANELA,RS
http://www.cptec.inpe.br/cidades/tempo/1344,1344,CARIRI DO TOCANTINS,TO
http://www.cptec.inpe.br/cidades/tempo/5282,5282,TACIBA,SP
http://www.cptec.inpe.br/cidades/tempo/460,460,ANAMÃ,AM
http://www.cptec.inpe.br/cidades/tempo/2897,2897,LAGOA DO TOCANTINS,TO
http://www.cptec.inpe.br/cidades/tempo/815,815,BELA VISTA DO PARAÍSO,PR
http://www.cptec.inpe.br/cidades/tempo/4899,4899,SÃO JOÃO EVANGELISTA,MG
http://www.cptec.inpe.br/cidades/tempo/801,801,BATALHA,PI
http://www.cptec.inpe.br/cidades/tempo/4926,4926,SÃO JOSÉ DE PIRANHAS,PB
http://www.cptec.inpe.br/cidades/tempo/4777,4777,SÃO CRISTÓVÃO,SE
http://www.cptec.inpe.br/cidades/tempo/4526,4526,SANTA BÁRBARA DO TUGÚRIO,MG
http://www.cptec.inpe.br/cidades/tempo/3952,3952,PICADA CAFÉ,RS
http://www.cptec.inpe.br/cidades/tempo/3813,3813,PASSA SETE,RS
http://www.cptec.inpe.br/cidades/tempo/2990,2990,LOANDA,PR
http://www.cptec.inpe.br/cidades/tempo/5643,5643,VIADUTOS,RS
http://www.cptec.inpe.br/cidades/tempo/3554,3554,NOVA PORTEIRINHA,MG
http://www.cptec.inpe.br/cidades/tempo/2044,2044,FORQUILHA,CE
http://www.cptec.inpe.br/cidades/tempo/5679,5679,VIRADOURO,SP
http://www.cptec.inpe.br/cidades/tempo/4407,4407,RIO NOVO DO SUL,ES
http://www.cptec.inpe.br/cidades/tempo/2379,2379,ILHA SOLTEIRA,SP
http://www.cptec.inpe.br/cidades/tempo/3816,3816,PASSABÉM,MG
http://www.cptec.inpe.br/cidades/tempo/1632,1632,CORONEL SAPUCAIA,MS
http://www.cptec.inpe.br/cidades/tempo/761,761,BARRA DO GARÇAS,MT
http://www.cptec.inpe.br/cidades/tempo/2144,2144,GOIATINS,TO
http://www.cptec.inpe.br/cidades/tempo/4618,4618,SANTA QUITÉRIA DO MARANHÃO,MA
http://www.cptec.inpe.br/cidades/tempo/4375,4375,RIO CLARO,RJ
http://www.cptec.inpe.br/cidades/tempo/5203,5203,SEVERIANO MELO,RN
http://www.cptec.inpe.br/cidades/tempo/404,404,ALTO PARAÍSO DE GOIÁS,GO
http://www.cptec.inpe.br/cidades/tempo/2610,2610,ITAQUIRAÍ,MS
http://www.cptec.inpe.br/cidades/tempo/4466,4466,RUY BARBOSA,RN
http://www.cptec.inpe.br/cidades/tempo/5208,5208,SILVA JARDIM,RJ
http://www.cptec.inpe.br/cidades/tempo/4226,4226,PROMISSÃO,SP
http://www.cptec.inpe.br/cidades/tempo/1784,1784,DIRCEU ARCOVERDE,PI
http://www.cptec.inpe.br/cidades/tempo/386,386,ALTO ALEGRE,RR
http://www.cptec.inpe.br/cidades/tempo/1988,1988,FÊNIX,PR
http://www.cptec.inpe.br/cidades/tempo/1826,1826,DONA EUSÉBIA,MG
http://www.cptec.inpe.br/cidades/tempo/4241,4241,QUATIPURU,PA
http://www.cptec.inpe.br/cidades/tempo/5577,5577,VALE REAL,RS
http://www.cptec.inpe.br/cidades/tempo/3597,3597,NOVO HORIZONTE DO SUL,MS
http://www.cptec.inpe.br/cidades/tempo/735,735,BARAÚNA,RN
http://www.cptec.inpe.br/cidades/tempo/1003,1003,BREJO DO PIAUÍ,PI
http://www.cptec.inpe.br/cidades/tempo/3569,3569,NOVA SOURE,BA
http://www.cptec.inpe.br/cidades/tempo/245,245,TERESINA,PI
http://www.cptec.inpe.br/cidades/tempo/2887,2887,LAGOA DE PEDRAS,RN
http://www.cptec.inpe.br/cidades/tempo/3145,3145,MARIA DA FÉ,MG
http://www.cptec.inpe.br/cidades/tempo/4276,4276,RAFAEL JAMBEIRO,BA
http://www.cptec.inpe.br/cidades/tempo/4111,4111,PONTO NOVO,BA
http://www.cptec.inpe.br/cidades/tempo/1476,1476,CHAPADÃO DO CÉU,GO
http://www.cptec.inpe.br/cidades/tempo/2294,2294,IBATÉ,SP
http://www.cptec.inpe.br/cidades/tempo/2405,2405,INDIANA,SP
http://www.cptec.inpe.br/cidades/tempo/3688,3688,PACATUBA,SE
http://www.cptec.inpe.br/cidades/tempo/3928,3928,PEREIRA BARRETO,SP
http://www.cptec.inpe.br/cidades/tempo/3212,3212,MATÕES,MA
http://www.cptec.inpe.br/cidades/tempo/4640,4640,SANTA ROSA DO PIAUÍ,PI
http://www.cptec.inpe.br/cidades/tempo/700,700,BAIXA GRANDE,BA
http://www.cptec.inpe.br/cidades/tempo/1288,1288,CAPELINHA,MG
http://www.cptec.inpe.br/cidades/tempo/2685,2685,JACINTO MACHADO,SC
http://www.cptec.inpe.br/cidades/tempo/5869,5869,BARRA GRANDE,BA
http://www.cptec.inpe.br/cidades/tempo/2770,2770,JEQUERI,MG
http://www.cptec.inpe.br/cidades/tempo/2985,2985,LINHARES,ES
http://www.cptec.inpe.br/cidades/tempo/1197,1197,CAMPO DO MEIO,MG
http://www.cptec.inpe.br/cidades/tempo/3018,3018,LUPIONÓPOLIS,PR
http://www.cptec.inpe.br/cidades/tempo/941,941,BONFIM,MG
http://www.cptec.inpe.br/cidades/tempo/4817,4817,SÃO FRANCISCO DO BREJÃO,MA
http://www.cptec.inpe.br/cidades/tempo/270,270,ACOPIARA,CE
http://www.cptec.inpe.br/cidades/tempo/4424,4424,RIOZINHO,RS
http://www.cptec.inpe.br/cidades/tempo/4744,4744,SANTO HIPÓLITO,MG
http://www.cptec.inpe.br/cidades/tempo/1835,1835,DORMENTES,PE
http://www.cptec.inpe.br/cidades/tempo/5524,5524,UIRAPURU,GO
http://www.cptec.inpe.br/cidades/tempo/2940,2940,LARANJA DA TERRA,ES
http://www.cptec.inpe.br/cidades/tempo/3473,3473,NOSSA SENHORA DAS GRAÇAS,PR
http://www.cptec.inpe.br/cidades/tempo/3124,3124,MARATÁ,RS
